"TIA","Albania","AIR BP-A/BP PRODUCTS NORTH AMERICA INC(BP OIL CO)/",1,4.18233,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Please note that the only card BP accept is their own Sterling Card therefor please pre-arrange fuel.///VAT applies for domestic flights. Able to access the military apron","15-JAN-2019"
"SRP","Norway","AVINOR-A/AIR BP NORWAY AS/",1,5.09057,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: 06:00 - 19:00 Monday - Thursday 12:00 - 19:00 Friday Closed - Closed Saturday 12:00 - 22:00 Sunday / Air BP sterling card accepted 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: Jet A-1 fuel only // Please contact Airport for fuel ourside of normal operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"SSJ","Norway","AVINOR-A/AIR BP NORWAY AS/",1,4.87221,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Dawn - Dusk / Air BP sterling card accepted 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: JET A fuel only // Please contact Airport Authority for fuel ourside of norma operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"SVG","Norway","FLYTANKING AS-A/AIR BP NORWAY AS/",1,2.95455,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Operational Hours: 05:00-22:00 local: Mon-Fri , 05:00-20:30 local: Sat , 05:00-22:30 local: Sun Overtime charge 1100 Norwegian Krona per hour Night service fee 2500 Norwegian Krona per occasion","21-JAN-2019"
"SVG","Norway","SHELL-A/SHELL OIL PRODUCTS/",1,2.95455,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Monday - Friday 05:00 - 22:00 Saturday 05:00 - 21:30 Sunday 05:00 - 22:00 1) Minimum Notice Required:At least 24 hrs prior fueling 2) Ramps serviced:all 3) Additional Information: JET A fuel only (TBC) Overtime surcharge of 750NOK plus Call out charge 7,500 NOK per event applies out of hours Defueling fee: 2200.00 NOK Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Extended Wing Service: 105.00 NOK per Uplift (if provided) CSO fee: 11,34 NOK pr. M3 (Revised monthly) Small Uplift Fee: 250 NOK per Event Tax & CO2: CO2 fee 1.05 NOK per LT and Vat (MVA) 25% when next destination is in Norway ***New GA fee of 300 NOL/KL applicable to deliveries wherein more than one vehicle is required to complete a fueling*** for more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"SVJ","Norway","AVINOR-A/AIR BP NORWAY AS/",1,5.30893,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Dawn - Dusk / Air BP sterling card accepted 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: JET A fuel only // Please contact Airport for fuel ourside of norma operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"TOS","Norway","SHELL-A/SHELL OIL PRODUCTS/",1,3.25965,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Monday - Friday 05:00 - 23:00 Saturday 05:00 - 17:00 Sunday 09:30 - 23:00 1) Minimum Notice Required:At least 24 hrs prior fueling 2) Ramps serviced:all '3) Additional Information: JET A and AVAGAS fuel available Overtime surcharge of 750NOK plus Call out charge - 7,500 NOK per event applies out of hours Airport fee: 55.00 NOK per M3 Hook up fee: 220.00 NOK per Event Extended Wing Service: 105.00 NOK per Uplift (if provided) CSO fee: 11,34 NOK pr. M3 (Revised monthly) Small Uplift Fee: 250 NOK per Event Service outside normal opening hours: 750.00 NOK per half hour Defueling fee: 2200.00 NOK PER EVENT No Show Fee of 600 NOK per activity commencing ' for more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"TRD","Norway","SHELL-A/SHELL OIL PRODUCTS/",1,2.91945,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Monday - Friday 05:00 - 22:00 Saturday 05:00 - 21:30 Sunday 05:00 - 22:00 1) Minimum Notice Required:At least 24 hrs prior fueling 2) Ramps serviced:all '3) Additional Information: JET A fuel only (TBC) Overtime surcharge of 750NOK plus Call out charge 7,500 NOK per event applies out of hours Defueling fee: 2200.00 NOK Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Extended Wing Service: 105.00 NOK per Uplift (if provided) CSO fee: 11,34 NOK pr. M3 (Revised monthly) Small Uplift Fee: 250 NOK per Event Tax & CO2: CO2 fee 1.05 NOK per LT and Vat (MVA) 25% when next destination is in Norway ***New GA fee of 300 NOL/KL applicable to deliveries wherein more than one vehicle is required to complete a fueling*** ' for more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"TRF","Norway","SHELL-A/SHELL OIL PRODUCTS/",1,3.30755,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Monday 05:30 - 22:00 Tuesday 05:30 - 20:30 Wednesday 05:30 - 20:30 Thursday 05:30 - 21:30 Friday, Saturday and Sunday 06:00 Ending 40 min after last schedule departure 1) Minimum Notice Required:At least 24 hrs prior fueling 2) Ramps serviced:all 3) Additional Information: JET A fuel only Overtime surcharge of 750NOK plus Call out charge 7,500 NOK per event applies out of hours Defueling fee: 2200.00 NOK Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Airport fee: 55.00 NOK per M3 Hook up fee: 350.00 NOK per Event Extended Wing Service: 105.00 NOK per Uplift (if provided) CSO fee: 11,34 NOK pr. M3 (Revised monthly) Small Uplift Fee: 250 NOK per Event Tax & CO2: CO2 fee 1.05 NOK per LT and Vat (MVA) 25% when next destination is in Norway BH 9th March 2017 ***New GA fee of 300 NOL/KL applicable to deliveries wherein more than one vehicle is required to complete a fueling*** for more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"VAW","Norway","AVINOR-A/AIR BP NORWAY AS/",1,5.33077,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Comments: Dawn - Dusk / Air BP sterling card accepted 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: JET A fuel only // Please contact Airport for fuel ourside of norma operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"VDB","Norway","AVINOR-A/AIR BP NORWAY AS/",1,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","Comments: 05:30 - 23:30 Monday - Friday 06:00 - 16:00 Saturday - Saturday 11:00 - 23:30 Sunday - Sunday / Air BP sterling card accepted 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: Jet A-1 fuel only // Please contact Airport for fuel ourside of normal operation hours // Night Serv:2500 NOK/occasion // Overtime: 1100 NOK/hour for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-NOV-2018"
"VDS","Norway","AIR BP-A/AIR BP NORWAY AS/",1,5.59577,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","'Comments: 04:00 - Sunset Monday - Friday 10:30 - 15:00 Saturday 10:30 - Sunset Sunday / Air BP sterling card accepted ' 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: JET A fuel only // Please contact Airport for fuel ourside of norma operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"VDS","Norway","AVINOR-A/AIR BP NORWAY AS/",1,5.59577,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","'Comments: 04:00 - Sunset Monday - Friday 10:30 - 15:00 Saturday 10:30 - Sunset Sunday / Air BP sterling card accepted ' 1) Minimum Notice Required:Prior Notice - minimum 24 hours in advance 2) Ramps serviced:n/a 3) Additional Information: JET A fuel only // Please contact Airport for fuel ourside of norma operation hours for more information please contact your local fuel logistics team on fuel24@wfscorp.com","01-JAN-2019"
"MCT","Oman","SHELL-A/SHELL OIL PRODUCTS/",1,2.29913,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","FUELLING HOURS 24/7 **There is a small uplift fee off 100 USD applicable to all uplifts below 500 USG** WG30Nov18","31-JAN-2019"
"SLL","Oman","SHELL-A/SHELL OIL PRODUCTS/",1,3.06533,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","*","31-JAN-2019"
"ISB","Pakistan","PAKISTAN STATE OIL CO LTD-A/PAKISTAN STATE OIL CO LTD/",1,2.58959,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","1) Minimum Notice Required: Not required 2) Ramps serviced: All Ramps 3) Additional Information: N/A 4) For more information please contact your local Fuel Logistics team on fuel24@wfscorp.com","01-JAN-2019"
